,joueur,poste,saison,occurence_titre,occurence_texte,tracé_titre
577,Fischer,Avant,2011-2012,0,0,1
578,Fischer,Avant,2012-2013,0,0,1
579,Fischer,Avant,2013-2014,0,0,1
580,Fischer,Avant,2014-2015,0,0,1
581,Fischer,Avant,2015-2016,0,0,1
582,Fischer,Avant,2016-2017,0,1,1
583,Fischer,Avant,2017-2018,0,1,1
584,Fischer,Avant,2018-2019,5,70,51
585,Fischer,Avant,2019-2020,1,28,11
586,Fischer,Avant,2020-2021,0,57,1
587,Fischer,Avant,2021-2022,0,21,1
588,Floch,Arrière,2008-2009,0,101,1
589,Floch,Arrière,2009-2010,2,126,21
590,Floch,Arrière,2010-2011,1,74,11
591,Floch,Arrière,2011-2012,1,31,11
592,Floch,Arrière,2012-2013,0,42,1
593,Floch,Arrière,2013-2014,2,13,21
594,Floch,Arrière,2014-2015,0,2,1
595,Floch,Arrière,2015-2016,0,3,1
596,Floch,Arrière,2016-2017,0,0,1
597,Floch,Arrière,2017-2018,0,1,1
598,Floch,Arrière,2018-2019,0,0,1
599,Floch,Arrière,2019-2020,0,1,1
600,Floch,Arrière,2020-2021,0,1,1
601,Floch,Arrière,2021-2022,0,0,1
602,Fofana,Arrière,2008-2009,0,12,1
603,Fofana,Arrière,2009-2010,0,55,1
604,Fofana,Arrière,2010-2011,1,56,11
605,Fofana,Arrière,2011-2012,3,119,31
606,Fofana,Arrière,2012-2013,3,145,31
607,Fofana,Arrière,2013-2014,1,162,11
608,Fofana,Arrière,2014-2015,6,162,61
609,Fofana,Arrière,2015-2016,12,156,121
610,Fofana,Arrière,2016-2017,1,87,11
611,Fofana,Arrière,2017-2018,6,80,61
612,Fofana,Arrière,2018-2019,10,135,101
613,Fofana,Arrière,2019-2020,5,31,51
614,Fofana,Arrière,2020-2021,1,50,11
615,Fofana,Arrière,2021-2022,0,12,1
616,Fourcade,Avant,2008-2009,0,0,1
617,Fourcade,Avant,2009-2010,0,3,1
618,Fourcade,Avant,2010-2011,0,0,1
619,Fourcade,Avant,2011-2012,0,0,1
620,Fourcade,Avant,2012-2013,0,3,1
621,Fourcade,Avant,2013-2014,0,0,1
622,Fourcade,Avant,2014-2015,0,0,1
623,Fourcade,Avant,2015-2016,0,3,1
624,Fourcade,Avant,2016-2017,0,0,1
625,Fourcade,Avant,2017-2018,0,0,1
626,Fourcade,Avant,2018-2019,0,3,1
627,Fourcade,Avant,2019-2020,2,9,21
628,Fourcade,Avant,2020-2021,0,86,1
629,Fourcade,Avant,2021-2022,0,20,1
630,Garcia,Arrière,2008-2009,0,34,1
631,Garcia,Arrière,2009-2010,0,15,1
632,Garcia,Arrière,2010-2011,0,16,1
633,Garcia,Arrière,2011-2012,0,7,1
634,Garcia,Arrière,2012-2013,0,8,1
635,Garcia,Arrière,2013-2014,0,2,1
636,Garcia,Arrière,2014-2015,0,5,1
637,Garcia,Arrière,2015-2016,0,0,1
638,Garcia,Arrière,2016-2017,0,0,1
639,Garcia,Arrière,2017-2018,0,0,1
640,Garcia,Arrière,2018-2019,0,0,1
641,Garcia,Arrière,2019-2020,0,1,1
642,Garcia,Arrière,2020-2021,0,1,1
643,Garcia,Arrière,2021-2022,0,0,1
644,Gear,Arrière,2008-2009,0,0,1
645,Gear,Arrière,2009-2010,0,0,1
646,Gear,Arrière,2010-2011,0,0,1
647,Gear,Arrière,2011-2012,0,0,1
648,Gear,Arrière,2012-2013,0,0,1
649,Gear,Arrière,2013-2014,0,6,1
650,Gear,Arrière,2014-2015,1,7,11
651,Gear,Arrière,2015-2016,6,69,61
652,Gear,Arrière,2016-2017,0,21,1
653,Gear,Arrière,2017-2018,0,1,1
654,Gear,Arrière,2018-2019,0,0,1
655,Gear,Arrière,2019-2020,0,0,1
656,Gear,Arrière,2020-2021,0,0,1
657,Gear,Arrière,2021-2022,0,0,1
658,Giorgadze,Avant,2008-2009,0,0,1
659,Giorgadze,Avant,2009-2010,0,0,1
660,Giorgadze,Avant,2010-2011,0,1,1
661,Giorgadze,Avant,2011-2012,0,0,1
662,Giorgadze,Avant,2012-2013,0,0,1
663,Giorgadze,Avant,2013-2014,0,0,1
664,Giorgadze,Avant,2014-2015,0,0,1
665,Giorgadze,Avant,2015-2016,0,4,1
666,Giorgadze,Avant,2016-2017,1,17,11
667,Giorgadze,Avant,2017-2018,0,13,1
668,Giorgadze,Avant,2018-2019,0,0,1
669,Giorgadze,Avant,2019-2020,0,0,1
670,Giorgadze,Avant,2020-2021,0,1,1
671,Giorgadze,Avant,2021-2022,0,0,1
672,Goujon,Avant,2008-2009,0,6,1
673,Goujon,Avant,2009-2010,0,9,1
674,Goujon,Avant,2010-2011,1,12,11
675,Goujon,Avant,2011-2012,0,11,1
676,Goujon,Avant,2012-2013,0,0,1
677,Goujon,Avant,2013-2014,0,0,1
678,Goujon,Avant,2014-2015,1,18,11
679,Goujon,Avant,2015-2016,0,25,1
680,Goujon,Avant,2016-2017,0,17,1
681,Goujon,Avant,2017-2018,0,1,1
682,Goujon,Avant,2018-2019,0,4,1
683,Goujon,Avant,2019-2020,0,3,1
684,Goujon,Avant,2020-2021,0,2,1
685,Goujon,Avant,2021-2022,0,3,1
686,Grosso,Arrière,2008-2009,0,0,1
687,Grosso,Arrière,2009-2010,0,0,1
688,Grosso,Arrière,2010-2011,0,0,1
689,Grosso,Arrière,2011-2012,0,1,1
690,Grosso,Arrière,2012-2013,0,0,1
691,Grosso,Arrière,2013-2014,0,3,1
692,Grosso,Arrière,2014-2015,0,10,1
693,Grosso,Arrière,2015-2016,0,6,1
694,Grosso,Arrière,2016-2017,4,34,41
695,Grosso,Arrière,2017-2018,6,95,61
696,Grosso,Arrière,2018-2019,1,89,11
697,Grosso,Arrière,2019-2020,4,22,41
698,Grosso,Arrière,2020-2021,0,2,1
699,Grosso,Arrière,2021-2022,0,0,1
700,Guildford,Arrière,2008-2009,0,0,1
701,Guildford,Arrière,2009-2010,0,0,1
702,Guildford,Arrière,2010-2011,0,0,1
703,Guildford,Arrière,2011-2012,0,0,1
704,Guildford,Arrière,2012-2013,0,0,1
705,Guildford,Arrière,2013-2014,2,14,21
706,Guildford,Arrière,2014-2015,2,69,21
707,Guildford,Arrière,2015-2016,0,0,1
708,Guildford,Arrière,2016-2017,0,0,1
709,Guildford,Arrière,2017-2018,0,0,1
710,Guildford,Arrière,2018-2019,0,0,1
711,Guildford,Arrière,2019-2020,0,0,1
712,Guildford,Arrière,2020-2021,0,0,1
713,Guildford,Arrière,2021-2022,0,0,1
714,Gérondeau,Avant,2008-2009,0,0,1
715,Gérondeau,Avant,2009-2010,0,0,1
716,Gérondeau,Avant,2010-2011,0,0,1
717,Gérondeau,Avant,2011-2012,0,0,1
718,Gérondeau,Avant,2012-2013,0,0,1
719,Gérondeau,Avant,2013-2014,0,1,1
720,Gérondeau,Avant,2014-2015,1,5,11
721,Gérondeau,Avant,2015-2016,4,62,41
722,Gérondeau,Avant,2016-2017,1,38,11
723,Gérondeau,Avant,2017-2018,1,27,11
724,Gérondeau,Avant,2018-2019,0,1,1
725,Gérondeau,Avant,2019-2020,0,0,1
726,Gérondeau,Avant,2020-2021,0,2,1
727,Gérondeau,Avant,2021-2022,0,0,1
728,Hanrahan,Charnière,2008-2009,0,0,1
729,Hanrahan,Charnière,2009-2010,0,0,1
730,Hanrahan,Charnière,2010-2011,0,0,1
731,Hanrahan,Charnière,2011-2012,0,0,1
732,Hanrahan,Charnière,2012-2013,0,0,1
733,Hanrahan,Charnière,2013-2014,0,1,1
734,Hanrahan,Charnière,2014-2015,0,5,1
735,Hanrahan,Charnière,2015-2016,0,0,1
736,Hanrahan,Charnière,2016-2017,0,0,1
737,Hanrahan,Charnière,2017-2018,0,0,1
738,Hanrahan,Charnière,2018-2019,0,0,1
739,Hanrahan,Charnière,2019-2020,0,0,1
740,Hanrahan,Charnière,2020-2021,1,8,11
741,Hanrahan,Charnière,2021-2022,1,52,11
742,Hezard,Avant,2008-2009,0,0,1
743,Hezard,Avant,2009-2010,0,1,1
744,Hezard,Avant,2010-2011,0,1,1
745,Hezard,Avant,2011-2012,0,11,1
746,Hezard,Avant,2012-2013,0,2,1
747,Hezard,Avant,2013-2014,0,0,1
748,Hezard,Avant,2014-2015,0,0,1
749,Hezard,Avant,2015-2016,0,2,1
750,Hezard,Avant,2016-2017,0,0,1
751,Hezard,Avant,2017-2018,0,0,1
752,Hezard,Avant,2018-2019,0,0,1
753,Hezard,Avant,2019-2020,0,0,1
754,Hezard,Avant,2020-2021,0,0,1
755,Hezard,Avant,2021-2022,0,0,1
756,Hines,Avant,2008-2009,0,0,1
757,Hines,Avant,2009-2010,0,7,1
758,Hines,Avant,2010-2011,1,23,11
759,Hines,Avant,2011-2012,4,80,41
760,Hines,Avant,2012-2013,1,61,11
761,Hines,Avant,2013-2014,1,67,11
762,Hines,Avant,2014-2015,2,9,21
763,Hines,Avant,2015-2016,0,1,1
764,Hines,Avant,2016-2017,0,4,1
765,Hines,Avant,2017-2018,0,1,1
766,Hines,Avant,2018-2019,0,0,1
767,Hines,Avant,2019-2020,0,1,1
768,Hines,Avant,2020-2021,0,0,1
769,Hines,Avant,2021-2022,0,0,1
770,Hingano,Arrière,2008-2009,0,0,1
771,Hingano,Arrière,2009-2010,0,0,1
772,Hingano,Arrière,2010-2011,0,0,1
773,Hingano,Arrière,2011-2012,0,0,1
774,Hingano,Arrière,2012-2013,0,0,1
775,Hingano,Arrière,2013-2014,0,0,1
776,Hingano,Arrière,2014-2015,0,4,1
777,Hingano,Arrière,2015-2016,0,2,1
778,Hingano,Arrière,2016-2017,0,0,1
779,Hingano,Arrière,2017-2018,1,12,11
780,Hingano,Arrière,2018-2019,0,0,1
781,Hingano,Arrière,2019-2020,0,2,1
782,Hingano,Arrière,2020-2021,0,1,1
783,Hingano,Arrière,2021-2022,0,0,1
784,Hume,Charnière,2008-2009,0,5,1
785,Hume,Charnière,2009-2010,0,9,1
786,Hume,Charnière,2010-2011,0,6,1
787,Hume,Charnière,2011-2012,0,11,1
788,Hume,Charnière,2012-2013,1,20,11
789,Hume,Charnière,2013-2014,1,34,11
790,Hume,Charnière,2014-2015,0,7,1
791,Hume,Charnière,2015-2016,0,7,1
792,Hume,Charnière,2016-2017,0,3,1
793,Hume,Charnière,2017-2018,0,2,1
794,Hume,Charnière,2018-2019,0,1,1
795,Hume,Charnière,2019-2020,0,6,1
796,Hume,Charnière,2020-2021,0,0,1
797,Hume,Charnière,2021-2022,0,1,1
798,Iturria,Avant,2008-2009,0,0,1
799,Iturria,Avant,2009-2010,0,0,1
800,Iturria,Avant,2010-2011,0,0,1
801,Iturria,Avant,2011-2012,1,3,11
802,Iturria,Avant,2012-2013,0,2,1
803,Iturria,Avant,2013-2014,0,12,1
804,Iturria,Avant,2014-2015,0,6,1
805,Iturria,Avant,2015-2016,0,45,1
806,Iturria,Avant,2016-2017,9,112,91
807,Iturria,Avant,2017-2018,1,66,11
808,Iturria,Avant,2018-2019,5,132,51
809,Iturria,Avant,2019-2020,4,59,41
